BCUT2D_LOGPLOW,Chi2n,SlogP_VSA2,BCUT2D_CHGHI,BalabanJ,MolLogP,MinPartialCharge,BCUT2D_MRHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_MRLOW,MaxPartialCharge,MaxAbsEStateIndex,FpDensityMorgan2,BCUT2D_MWLOW,SMR_VSA3,VSA_EState3,MinAbsEStateIndex,VSA_EState7,VSA_EState5,VSA_EState8,FractionCSP3,MinEStateIndex,BCUT2D_MWHI,VSA_EState4,qed,PEOE_VSA7,Kappa3,VSA_EState6,SMR_VSA7,EState_VSA3,PEOE_VSA6,PEOE_VSA8,EState_VSA5,EState_VSA9,EState_VSA2,PEOE_VSA9,EState_VSA4,VSA_EState1,VSA_EState9,EState_VSA7,EState_VSA8,SMR_VSA6,SlogP_VSA3,SMR_VSA10,PEOE_VSA10,EState_VSA6,SMR_VSA4,PEOE_VSA11,fr_Al_OH,PEOE_VSA3,SMR_VSA9,VSA_EState10,SlogP_VSA10,NumSaturatedRings,PEOE_VSA14,SlogP_VSA12,SlogP_VSA11,fr_Ar_N,fr_pyridine,PEOE_VSA5,PEOE_VSA13,PEOE_VSA4,fr_bicyclic,fr_NH0,fr_halogen,fr_phenol_noOrthoHbond,fr_COO2,fr_unbrch_alkane,fr_aniline,fr_Ndealkylation1,SlogP_VSA7,fr_allylic_oxid,fr_ester,fr_Ndealkylation2,fr_guanido,fr_imidazole,fr_ArN,NumSaturatedCarbocycles,fr_Ar_NH,fr_oxime,Target
-2.115806573,4.436633441,4.983978521,2.218741174,2.200051161,2.0313,-0.398174861,5.586940364,-2.188140239,2.330217077,0.665482601,0.045924691,6.215462963,1.357142857,9.923036796,4.983978521,0,1.08537037,8.424444444,0,0,0.583333333,1.08537037,14.76460547,12.63425926,0.676270869,56.07265434,1.061985423,0,22.51475897,0,0,17.07524226,41.77722384,10.717646,0,0,31.37067277,0,0,0,0,5.733667477,25.68328649,5.687386275,0,0,0,0,0,0,0,0,5.687386275,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-2.400786438,3.228388943,11.93829424,2.208067832,4.270512086,1.0296,-0.351301307,5.943326655,-2.164638602,2.148403891,-0.124515921,0.318325522,11.32532407,2.076923077,9.91622336,5.316788604,2.061157407,0.164212963,2.210337302,-0.39837963,7.371149376,0.555555556,-0.805821995,16.17605948,4.830759165,0.640335226,12.33872767,4.299703499,-0.805821995,12.65495579,6.420821623,19.92349451,5.917906046,0,5.733667477,17.74299182,0,0,0,0,13.8474744,11.89572429,0,4.794537184,11.93829424,0,6.076020107,17.56947957,0,0,4.794537184,0,0,4.794537184,0,6.031114512,0,0,0,0,6.578935684,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-1.9614139,2.075362898,4.923311049,2.092562558,3.23220887,0.7592,-0.398522594,5.634385745,-1.960949069,2.222989366,-0.383402363,0.293660883,10.24398148,2,10.23256763,0,10.24398148,0.128888889,0,0,0,0,-0.563796296,16.62840931,10.91796296,0.353370209,12.13273414,1.372850613,4.15787037,28.31341947,5.687386275,0,11.75375334,18.19910121,11.46733495,11.37477255,4.923311049,0,0,0,0,0,11.46733495,0,17.06215882,5.687386275,0,0,0,0,0,0,0,17.06215882,0,0,0,0,0,0,0,5.687386275,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1
-2.61179739,20.88350284,160.5058347,2.432108175,1.826509072,3.6124,-0.480882975,5.965720859,-2.405840149,2.292172586,-0.277195672,0.313113178,13.28259588,1.215189873,9.829855979,0,96.04006416,0.061500158,4.214781578,-7.43163462,7.019364962,0.559322034,-1.953992043,16.70395312,12.65724278,0.068962612,68.70830406,25.15671645,5.240301483,114.8932013,17.67165939,105.8354931,62.11449517,19.07577741,25.67792382,55.6410712,60.97753832,0,17.50591408,0,19.92349451,0,5.733667477,38.18327478,40.75897664,41.89639528,98.02542665,29.40529166,12.07327168,8,0,0,0,5.687386275,1,11.93861058,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,0,0,0,1,0,0,0,1
-2.65009289,32.72068509,214.9864164,2.531869187,1.016357124,4.4952,-0.507810286,6.323128065,-2.481645322,2.507644189,-0.334348831,0.330440697,16.55800707,1.224,9.844041065,42.53430883,138.0373599,0.119264756,-22.96141358,-16.14154954,9.062739112,0.418604651,-2.398043228,35.49789355,9.597410658,0.052986639,152.7555466,20.1346436,14.51643101,175.8423173,5.022633314,103.2475977,58.24360501,51.22698172,84.16505826,59.18762694,53.5306766,65.22129102,52.90079663,1.47575819,50.24567681,42.53430883,13.65455395,68.58536865,82.12238306,89.47659525,25.98020854,17.385241,36.22488434,6,4.794537184,68.24990063,20.83644669,0,3,5.969305288,34.80281967,45.99609467,0,0,0,0,0,15,0,3,3,1,0,0,1,15.06789994,0,0,0,0,0,0,0,0,0,0
-2.179303376,11.70159488,26.91919221,2.442449355,1.371263876,8.948,-0.481214805,7.99099225,-2.240943784,2.530597582,-0.137732045,0.303436762,11.48207768,1.829268293,9.90012793,4.983978521,22.09644899,0.081439384,8.017500329,0.121533451,3.657975078,0.314285714,-0.911076326,35.49569277,5.152952997,0.173564386,91.47467864,7.792722666,26.46905451,111.8331392,5.022633314,78.34063068,21.41164916,5.563451492,16.58491841,17.08575012,23.23250115,64.7233475,0,0,74.14994893,42.47422252,5.752853607,16.81640962,52.38709527,0,0,5.414990469,0,1,4.983978521,0,8.037300889,0,1,5.969305288,23.36282484,0,1,1,0,0,11.76188495,1,1,1,0,1,0,0,0,5.022633314,0,0,0,0,0,0,1,0,0,0
-1.828501313,4.440724372,5.106527395,2.087975689,2.483254905,4.2896,-0.507310368,6.234751701,-2.105023723,2.372019397,0.481606998,0.12296534,9.94600907,1.176470588,9.93943361,0,16.93702759,0.35717876,0,0.35717876,0,0,0.35717876,16.25512648,0,0.436399244,27.61126393,1.032635014,18.37246032,54.59730362,5.749511833,48.53093655,10.77244843,26.93112107,0,0,0,5.386224214,0,0,12.13273414,36.39820241,0,0,32.31734529,5.749511833,6.066367068,0,0,0,0,5.749511833,0,0,0,0,0,5.749511833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.230685349,3.620661514,49.04982032,2.109536409,2.265207859,-1.9709,-0.393581287,5.697981947,-2.123172654,2.066172213,-0.048800607,0.279985732,11.49114308,2.222222222,10.40265976,19.51903521,17.71130375,0.001805556,0.680386196,-0.018410756,-0.614344293,0.444444444,-0.692783683,16.51707551,5.432805545,0.485493058,0,2.321841798,0,16.68112415,0,0,0,10.89441972,20.68358522,37.0567979,19.541084,0,6.660164399,0,0,14.95193556,18.94743141,11.4676797,17.11221722,12.83478314,0,0,11.16387794,2,4.983978521,0,0,5.948339281,0,0,0,0,4,0,0,5.559266895,4.983978521,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
-2.159154991,5.396673507,26.03838607,2.229650215,2.591803586,3.0365,-0.4776378,7.888816683,-2.167752895,2.367028326,0.069636585,0.335306543,11.97799627,1.92,10.1466682,0,17.55680037,0.018700869,1.745363115,-0.862479424,2.542940838,0.235294118,-4.191024712,32.23311706,0.07376223,0.619558169,30.6862899,4.944533223,10.92904058,48.02802097,12.29426824,31.54366003,6.544756406,6.066367068,9.875836691,21.89583308,11.25083777,18.90801031,29.67397794,-4.191024712,6.9237372,5.316788604,11.86154501,10.02329115,21.67998272,10.64499531,30.33183534,5.138973738,5.749511833,0,18.35130791,11.49902367,0,5.687386275,0,5.969305288,0,11.49902367,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-2.621361909,17.47404525,146.8538238,2.362469626,1.564414608,-0.8054,-0.394137066,8.763136546,-2.291471434,2.243410731,-0.13634101,0.245444393,14.71540928,1.309859155,10.00401394,42.20149875,50.50567439,0.033992185,-0.156118008,-6.009000756,2.225985296,0.448979592,-1.662766759,33.11460811,15.00038984,0.045517553,68.83223884,17.07911159,14.60304351,107.816337,23.96854623,100.4505678,41.44711896,13.8474744,11.46733495,43.73375011,30.8984964,38.05417238,0,2.058840007,30.33183534,42.20149875,24.65734558,52.82422516,73.84097899,36.25104497,60.79414719,11.46733495,0,3,0,0,0,0,1,0,21.58779595,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-2.034175322,2.776409737,10.89261634,2.115568689,3.084745947,2.2589,-0.426381187,6.168563685,-2.050366677,2.251540876,-0.384484948,0.307534489,10.70092545,2.266666667,10.17520124,0,10.45729907,0.045925926,0,-0.191740993,1.249428697,0.222222222,-0.534130921,35.49566313,0.335758062,0.262089102,6.066367068,2.918098518,3.899645062,33.87687097,5.563451492,0,24.61992283,25.12283841,16.33780284,17.31690155,10.80331449,0,4.825013228,0,0,0,0,10.67454063,23.25763145,5.749511833,0,0,0,0,0,5.749511833,5.578281053,5.687386275,0,5.969305288,11.60093989,5.749511833,0,0,11.60093989,5.687386275,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-2.644318073,11.33279562,58.15419678,2.767356753,1.607255059,2.4987,-0.392772817,5.920044078,-2.607833437,2.704221082,-0.228354169,0.192756526,15.47961215,1.967741935,9.447272031,0,21.31280412,0.045705726,0.871895307,-1.899327827,6.78148502,0.833333333,-1.353940329,19.1442096,-2.189231138,0.691028101,74.34859414,2.576310685,0,11.64912464,31.25639102,13.8474744,11.83581209,6.076020107,9.473725908,29.95778471,12.20793278,0,27.93146014,0,13.8474744,0,6.606881965,19.06280028,11.56648989,12.77855736,13.8474744,28.58369908,22.95465186,2,4.390415048,0,0,4.390415048,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
-2.544532127,6.215764975,46.23674242,2.503134089,3.167127579,-0.13943,-0.480954001,5.76002422,-2.362238155,2.374018927,-0.144831086,0.308721486,11.60171769,1.913043478,9.801080965,10.63357721,32.89429752,0.099400983,0.628028156,-2.945455404,5.386512661,0.8,-1.109444444,16.3705926,5.39977655,0.282901677,12.33872767,4.570581242,-0.847453704,0,0,26.68911765,24.9253249,6.9237372,11.14295108,30.2473028,12.02187243,12.84164325,0,0,13.8474744,10.63357721,0,9.589074368,17.83603959,0,0,23.48738562,5.959554569,1,0,0,0,0,1,5.969305288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-2.4584341,5.895229329,23.00136958,2.400865315,2.108091332,1.6254,-0.367529223,7.89985263,-2.290340015,2.392106156,-0.139440487,0.417299388,13.27246584,1.740740741,10.10412105,4.722094864,7.508343764,0.164484245,-5.785968283,0,0,0.2,-5.039635257,32.23469969,-1.139288693,0.696164973,17.69618563,4.076629874,9.573067107,53.59147246,12.13273414,30.33183534,6.420821623,0,5.138973738,12.1082079,22.31209685,5.563451492,90.07715528,-9.058560153,0,10.03888347,5.316788604,32.64370245,25.73396858,4.895483476,30.33183534,5.138973738,0,0,21.97456771,0,0,18.85863142,0,6.176298517,0,0,0,0,0,0,17.89334001,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-2.242529842,4.396557087,22.9532933,2.23462441,2.231586455,2.4479,-0.364132084,6.315190907,-2.095889265,2.263070686,-0.12303221,0.275713559,11.73743134,1.9,10.00595137,0,12.97512952,0.536064815,-1.433905896,-0.556015212,0,0.066666667,-1.433905896,35.49569136,2.618212711,0.845729246,18.19910121,2.309023941,14.46709221,64.68047284,21.98515608,41.93277523,16.1495363,0,11.60093989,0,11.39907128,5.563451492,0,0,30.33183534,10.30919334,5.316788604,4.794537184,28.9071909,0,18.19910121,4.992404733,0,1,4.992404733,0,6.02528063,5.687386275,0,0,11.60093989,0,0,0,0,5.907179729,0,1,1,1,0,0,0,1,0,5.022633314,0,0,0,0,0,0,0,0,0,0
-2.407695595,5.342893509,25.01654714,2.371214235,2.150211137,0.9912,-0.406409734,7.926449111,-2.264908196,2.389123799,0.467624706,0.427875147,12.89971041,1.76,10.1247022,9.551078169,0,0.024873971,1.413115092,-0.964107668,0,0.0625,-3.93091157,32.23342748,-0.868100015,0.643477909,24.26546827,2.055780137,10.7336875,69.56581714,4.567099648,18.19910121,18.80796705,31.44361676,4.417150937,27.72443144,4.895483476,4.305215991,32.24164997,-2.68660129,0,4.983978521,11.35288797,10.02329115,15.71067743,5.817862778,24.26546827,0,11.44763369,0,18.19631269,17.14156169,0,5.687386275,0,5.756062822,0,0,2,1,0,15.58255805,4.567099648,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1.852741283,3.244016936,0,1.953735224,2.39650904,2.518,-0.398728257,5.665856611,-2.01784389,2.206925394,1.607713248,0.031391146,5.608865163,0.785714286,10.05408745,0,0,0.781662048,0,0,0,0,0.781662048,14.53990922,15.0851285,0.668922355,35.39237126,1.689069008,15.58153817,48.53093655,0,24.26546827,11.37477255,0,11.46733495,0,0,22.50167553,0,0,48.53093655,0,11.46733495,0,11.37477255,0,0,0,0,0,0,11.12690298,0,11.37477255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1
-1.89843144,3.113033872,0,1.916487173,2.155110851,3.0124,-0.398726783,5.609061414,-2.05134704,2.162726895,1.548673753,0.038521975,5.592279541,1.285714286,10.23636674,0,3.275555556,0.781121924,0,0,0,0,0.781121924,14.86751521,8.50087501,0.703915982,36.39820241,2.04303186,17.72356943,54.59730362,0,18.19910121,17.06215882,0,5.733667477,0,0,17.06215882,0,0,54.59730362,5.316788604,11.05045608,0,17.06215882,0,0,0,0,0,0,0,0,17.06215882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1
-2.269230409,3.896466205,24.8495197,2.051061597,2.324096614,4.1238,-0.369126696,6.183149685,-2.227254024,2.216171943,0.874804462,0.039895917,5.815382216,1.470588235,10.10155348,0,2.506566515,0.614797336,0,1.229594671,1.652015464,0.285714286,0.614797336,35.49675298,1.185185185,0.737034497,22.90518257,3.050900367,14.80337373,42.46456948,11.76000689,30.33183534,30.53690598,16.4598347,23.20187978,0,0,13.08951281,0,0,0,47.36447921,29.74942943,0,39.66171448,0,0,0,0,0,0,0,11.63076443,5.687386275,0,0,23.20187978,0,0,0,23.20187978,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-2.700187279,7.509396426,31.07801296,2.689236875,1.794549735,2.8408,-0.355474724,5.084946933,-2.596199706,2.599824727,-0.576639334,0.201281797,6.208194444,1.857142857,9.579613294,0,0,0.230341553,3.635936319,0.952982332,6.461394322,1,-0.698019652,17.25590971,-0.470115741,0.696614753,38.02201416,1.814473136,0,0,17.75371814,13.8474744,25.36643126,6.420821623,23.98573077,12.20793278,0,19.26246487,17.91524731,1.704487198,6.9237372,13.8474744,7.109797541,23.98573077,0,0,7.109797541,23.67162418,18.18110427,0,9.775141907,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2.23460622,6.065891942,32.08476651,2.189329577,1.946085728,3.875,-0.340990812,5.705300109,-2.271677422,2.352513792,0.402340567,0.044296113,2.515046296,1.380952381,10.04950583,4.899909731,0,1.075601852,3.448812516,0,2.201429044,0.368421053,1.075601852,15.14753191,5.721776266,0.838462327,63.16220236,3.108345481,17.73370134,59.65783953,0,36.39820241,17.91952896,28.92249716,0,0,0,25.93115606,0,4.286346687,0,72.42609997,32.08476651,12.84164325,11.37477255,0,0,0,0,0,0,0,0,11.37477255,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
-1.90467123,1.898225531,0,2.007202787,3.310532875,2.1578,-0.398641638,6.387488404,-2.004621243,2.289138655,1.661690058,0.069389187,5.629783951,1.4,10.27084494,0,0.787037037,0.372716049,0,0,0,0,0.372716049,35.49683465,11.72567901,0.596179565,12.13273414,1.278057008,3.116604938,22.17800076,21.42003918,23.20187978,5.687386275,0,34.66921473,0,15.7326529,0,0,0,0,0,11.46733495,0,34.57665233,0,12.13273414,0,0,0,0,0,11.2595679,11.37477255,0,0,23.20187978,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10.04526663,0,0,0,0,0,2,0,0,0,1
-2.097798726,3.953493524,10.21305479,2.14170101,3.138261336,2.3953,-0.504259889,5.419922427,-2.185140301,2.30408008,0.401226571,0.15718307,9.213425926,1.583333333,9.868301033,0,18.27286092,0.005138889,0,-0.119976852,6.163157596,0.4,-0.066666667,16.30288588,1.016990741,0.580837071,23.1111761,1.698504461,4.916967593,23.7625527,0,26.83757867,0,6.066367068,5.106527395,16.91401414,0,5.563451492,0,0,6.066367068,20.7712116,0,5.414990469,0,0,6.066367068,0,11.49902367,0,0,11.49902367,0,0,0,0,0,11.49902367,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.27430673,8.918242784,62.28212183,2.21899101,1.980425447,6.8152,-0.492264452,5.349178651,-2.26600828,2.38481194,0.222427161,0.118880118,5.995775849,0.852941176,9.781712419,9.799819462,0,0.4899623,2.22776214,2.905889382,21.06641988,0.6,0.4899623,16.48020577,2.78702236,0.254385607,86.24885222,8.62968696,17.58745043,59.65783953,11.83581209,65.80789147,13.08951281,11.12690298,9.473725908,0,0,76.82296928,11.9915517,0,0,99.87317921,52.48230236,0,0,24.7127876,0,0,0,0,0,11.49902367,0,0,0,0,0,11.49902367,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
-1.974439392,3.398038649,18.07707425,2.125592182,2.837106255,1.3743,-0.507262877,7.854375426,-2.044879446,2.293859302,0.470608631,0.294172199,10.91547052,1.8125,10.09733455,0,10.53391204,0.23849537,0,-0.23849537,0,0,-4.318159132,32.23978294,5.998424784,0.515159779,23.58532542,1.798306753,6.924589947,30.33183534,16.4598347,6.066367068,17.13997756,12.13273414,10.28641735,10.64499531,4.895483476,6.066367068,30.69484678,-4.318159132,0,0,5.733667477,10.11812686,26.57796156,5.749511833,12.13273414,0,0,0,0,5.749511833,0,5.687386275,0,0,0,5.749511833,0,0,0,10.11812686,8.417796984,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-2.408653091,9.066378954,19.60847867,2.313186141,1.904147443,3.94012,-0.338441795,14.11191946,-2.205820909,2.33967446,-0.113738079,0.335874042,14.7950617,1.810810811,10.12777318,13.70129894,5.72251901,0.080438634,1.344927676,-0.752605486,2.922097372,0.230769231,-0.580811623,126.9127045,-0.351266789,0.331238805,78.75445348,4.365407599,10.90591796,88.60731282,27.78659807,6.066367068,34.83427005,39.80544226,0,39.92064603,16.89147327,0,19.26968415,1.495497693,22.59087063,10.63357721,10.63357721,11.84220917,56.59361062,17.02130783,37.25557254,7.047671983,0,0,9.184952232,5.687386275,1.990888237,21.58305037,1,5.689743398,22.59087063,0,3,1,0,11.11853379,0,1,3,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
-2.615633578,80.05814535,726.8358416,2.569951046,0.653883675,-15.16209,-0.507966645,7.981227811,-2.32191221,2.376316987,-0.144002465,0.326047063,15.66784023,0.47515528,9.984900954,231.2727528,237.5702968,0.00384569,-7.34201503,-58.97911312,8.676814318,0.565217391,-2.363681275,32.16638533,55.45528829,0.009560253,358.230142,92.12956828,-19.47504257,221.587555,45.14100401,188.8499731,146.1597664,105.4118437,67.83085811,311.8857752,64.31780643,35.47094079,0,0,5.316788604,206.3563253,123.4558584,265.4944618,312.70862,229.0052935,155.4085359,75.27463148,17.87866371,3,9.778515705,11.49902367,1.19542821,0,4,41.78513702,11.76188495,11.49902367,3,0,0,0,11.76188495,1,5,0,2,7,7,0,0,0,0,0,4,3,1,0,0,2,0,0
-2.338056604,3.791824072,5.538925252,2.10218481,2.714883461,2.6198,-0.325253506,6.300806128,-2.175374352,2.132009377,0.516583744,0.040568361,5.872549603,1.75,9.964186062,0,0.771831066,0.145010393,0.879135802,0,4.030966553,0.4,-0.145010393,35.49569092,6.956150321,0.74978983,37.96448165,3.244738766,7.80470679,34.85155308,0,23.73367403,10.56155857,5.563451492,17.33460737,5.538925252,0,11.44345494,0,0,38.11294267,0,0,6.420821623,11.60093989,0,0,5.733667477,0,0,0,0,5.751653912,0,0,0,11.60093989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.022633314,0,0,0,0,0,0,0,0,0,1
-2.224038166,4.60321544,9.551078169,2.099736102,2.428105424,3.00254,-0.268167432,5.77388907,-2.123733408,2.149212261,0.887521839,0.265467757,12.62491119,1.631578947,10.15442928,9.551078169,0.649400983,0.016296296,0,0.706481481,3.85782124,0.125,-0.016296296,16.14033157,2.680804044,0.665120871,37.6100271,1.834067915,15.28545068,70.27259662,11.21062871,30.33183534,0,0,0,5.559266895,16.59031121,16.76753848,1.678240741,0,62.37841095,4.983978521,0,0,10.90292493,5.824404498,4.567099648,0,0,0,4.983978521,5.687386275,0,0,0,0,0,0,2,0,0,5.559266895,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.293226827,2.768343577,56.88485547,2.254535033,2.65939048,-2.0187,-0.425134795,6.510433607,-2.220521366,2.303561144,0.070457516,0.245694384,9.374814815,1.769230769,10.04555061,0,36.81306847,0.379182099,-4.472654321,0,-0.379182099,1,-1.269675926,25.33171862,-0.626033951,0.40619749,0,2.467625715,0,0,0,0,0,9.227097544,9.843390349,6.606881965,0,0,5.11875,1.16875,0,19.74013117,6.606881965,24.47699412,9.227097544,0,0,0,0,4,0,0,2.099524124,0,1,90.58894713,9.227097544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.579898115,12.10142153,89.77872966,2.540563608,1.234796701,4.5707,-0.496686979,5.878056688,-2.524051922,2.503521787,-0.186555957,0.330633814,13.39726661,1.695652174,9.634998135,9.883888252,1.214872832,0.0043784,4.00799296,0.873354808,1.699563641,0.485714286,-0.644619733,16.57433637,4.263605695,0.265026393,72.56666833,5.66321646,9.781920179,53.22868643,29.23280861,0,48.93855046,51.15881397,33.15804068,23.84695821,47.50873458,37.19736861,38.98652445,9.235278344,12.13273414,15.95025532,55.74829806,30.22048485,28.91755561,17.95744461,32.42834933,17.75371814,11.49902367,0,4.794537184,22.99804733,0,0,2,11.93861058,0,22.99804733,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0
-2.450768589,9.165370542,50.41846911,2.308326972,1.460647007,3.074,-0.337268149,7.896655553,-2.263485765,2.233652669,-0.122580499,0.328409893,12.53617356,1.735294118,9.873882626,20.2555818,5.487129872,0.006391758,4.798718443,0.385324027,6.527266117,0.541666667,-3.98260368,32.2332726,2.411097838,0.541762428,74.63586314,6.370654601,4.993254921,40.97512883,37.42216663,25.98020854,18.15970177,17.03264387,0,16.84450403,11.44023988,36.81984251,27.1519989,-3.98260368,13.8474744,22.27940927,13.08951281,21.23864996,27.99269991,0,12.13273414,5.917906046,0,0,22.72896622,0,0,9.589074368,1,12.06222902,0,0,0,0,0,15.93047088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2.494383479,9.293750805,32.14833091,2.503741263,1.377285368,4.1366,-0.496412551,6.008317646,-2.382126604,2.556186372,-0.119358162,0.229982175,12.53033568,1.967741935,9.875556855,10.63357721,7.676202417,0.178367021,4.443292542,1.738099415,2.978888481,0.5,0.178367021,16.46591534,4.762820499,0.73906795,54.86082966,3.743564385,16.28175348,59.15492395,24.04342853,37.25557254,48.88669469,17.54772461,4.736862954,11.82508578,7.109797541,42.80757087,5.767103584,3.64767184,11.94758171,60.02188389,19.05737925,11.33929359,11.594566,5.749511833,7.109797541,5.917906046,0,0,0,5.749511833,0,5.687386275,2,0,0,5.749511833,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-2.537960408,4.717007792,34.57046948,2.447377017,1.999964759,-0.33,-0.398059743,6.249072378,-2.273369825,2.301685195,-0.135848643,0.263896794,12.31449169,1.9,10.0458409,10.21669833,2.133518755,0.096521873,0.23148219,-2.165649565,0,0.230769231,-0.958796296,16.18916194,6.244130291,0.537539172,18.55355576,1.594248633,3.641507254,29.32600419,0,6.066367068,12.1082079,12.13273414,5.733667477,29.6559325,11.12690298,4.899909731,0,0,0,5.316788604,5.733667477,9.589074368,29.31610519,6.041840829,6.066367068,0,0,0,0,0,0,5.687386275,1,0,0,0,0,0,0,11.81435946,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-2.487707424,5.287666968,34.22862699,2.350462158,1.811733391,1.9989,-0.299777695,5.226342912,-2.43324898,2.33523156,0.084999845,0.052223323,4.189193988,2.4375,9.774541936,15.09727335,7.358150746,0.790555556,8.538136102,0.86875,4.867322846,0.769230769,0.790555556,15.17501867,2.864677343,0.82472676,56.67497846,1.670617298,0.790555556,17.45422306,0,6.9237372,11.73576882,56.45100041,0,0,6.196843572,11.95974688,0,0,6.196843572,22.02101055,13.08951281,12.84164325,0,0,0,5.917906046,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5.098681808,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-2.102034804,2.852355672,38.89012173,2.195336147,4.184145756,2.4518,-0.32196796,8.675012612,-2.191310104,2.602265794,0.280426523,0.246845573,11.28425627,1.6875,10.90606161,0,0,0.131652022,0,0.735971435,6.323034691,1,-2.932270172,32.92115766,-2.330325491,0.609953201,25.65433049,7.245496591,0,0,18.96661754,18.305462,11.50570721,11.3817248,20.85435041,11.50570721,18.96661754,0,33.34871331,-2.932270172,13.8474744,0,30.47232475,30.69160355,38.71937162,0,6.9237372,0,9.837253136,0,8.417796984,0,6.57709845,0,0,0,17.0752624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.364667356,2.931980878,19.10215634,2.110280256,3.174385417,-0.2772,-0.326627579,9.101830771,-2.002512225,2.079479892,0.708468153,0.331703793,11.57217593,1.928571429,10.50509193,19.10215634,0,0.320810185,0,0,0,0.285714286,-0.3875,79.91873118,-0.088657407,0.661308351,15.9299439,1.050731725,0,25.57175718,15.89755046,0,14.09534397,11.61477163,0,11.24901029,0,4.567099648,2.788055556,2.996267952,0,25.89790094,0,14.09534397,27.09382184,0,7.047671983,14.09534397,15.89755046,0,9.778515705,0,3.111858466,0,0,5.689743398,15.9299439,0,4,0,0,5.559266895,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-1.912825994,3.55977665,4.983978521,2.033590051,2.59796836,2.9702,-0.397629418,6.05574868,-2.050153753,2.267621142,1.497188893,0.072994921,6.11462963,1.2,10.09045531,4.983978521,2.048518519,0.815925926,0,0,0,0,0.815925926,14.70887367,8.835555556,0.558615089,12.13273414,1.148696934,15.89074074,48.53093655,0,36.39820241,10.77244843,0,5.733667477,0,16.72078771,27.49323614,0,0,48.53093655,4.983978521,5.733667477,0,27.49323614,0,0,0,0,0,4.983978521,0,0,5.687386275,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
