BCUT2D_LOGPLOW,Chi2n,SlogP_VSA2,BCUT2D_CHGHI,BalabanJ,MolLogP,MinPartialCharge,BCUT2D_MRHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_MRLOW,MaxPartialCharge,MaxAbsEStateIndex,FpDensityMorgan2,BCUT2D_MWLOW,SMR_VSA3,VSA_EState3,MinAbsEStateIndex,VSA_EState7,VSA_EState5,VSA_EState8,FractionCSP3,MinEStateIndex,BCUT2D_MWHI,VSA_EState4,qed,PEOE_VSA7,Kappa3,VSA_EState6,SMR_VSA7,EState_VSA3,PEOE_VSA6,PEOE_VSA8,EState_VSA5,EState_VSA9,EState_VSA2,PEOE_VSA9,EState_VSA4,VSA_EState1,VSA_EState9,EState_VSA7,EState_VSA8,SMR_VSA6,SlogP_VSA3,SMR_VSA10,PEOE_VSA10,EState_VSA6,SMR_VSA4,PEOE_VSA11,fr_Al_OH,PEOE_VSA3,SMR_VSA9,VSA_EState10,SlogP_VSA10,NumSaturatedRings,PEOE_VSA14,SlogP_VSA12,SlogP_VSA11,fr_Ar_N,fr_pyridine,PEOE_VSA5,PEOE_VSA13,PEOE_VSA4,fr_bicyclic,fr_NH0,fr_halogen,fr_phenol_noOrthoHbond,fr_COO2,fr_unbrch_alkane,fr_aniline,fr_Ndealkylation1,SlogP_VSA7,fr_allylic_oxid,fr_ester,fr_Ndealkylation2,fr_guanido,fr_imidazole,fr_ArN,NumSaturatedCarbocycles,fr_Ar_NH,fr_oxime,Target
-2.44415702,6.074159375,53.76953967,2.207411151,2.183159031,1.6105,-0.477497024,5.931148937,-2.339829679,2.257744682,0.069456313,0.340722851,14.59886291,1.916666667,10.09104875,9.467009379,9.281541918,0.103821754,1.33201011,-1.789817316,5.454675995,0.411764706,-1.298469999,19.14221552,0.032618384,0.924383988,26.10414332,2.752992314,2.829798753,39.93357762,30.83835621,0,44.30684982,12.26321064,0,10.94967571,11.20408699,13.08951281,16.27862292,2.024072868,18.87131891,4.899909731,38.12660734,6.544756406,22.55961649,11.38067233,10.63346672,0,0,0,9.184952232,0,0,10.07780132,1,5.969305288,0,0,1,1,0,0,0,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
-2.033454578,2.423963704,22.78924204,2.080733829,2.902949211,1.2745,-0.504259584,5.896723195,-2.021027949,2.244647724,0.052563383,0.337751418,11.09323224,2.076923077,10.17928353,0,18.01269975,0.219583333,0,-1.100554138,1.970874039,0.222222222,-0.515925926,16.53223269,0.219583333,0.533618476,25.12283841,2.113961263,3.779722222,23.7625527,0,0,0,12.13273414,14.94991774,23.66935712,12.17033346,6.066367068,4.691109221,0,0,0,6.606881965,4.736862954,5.969305288,0,6.9237372,0,11.49902367,0,4.794537184,11.49902367,0,0,0,5.969305288,0,11.49902367,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-2.20593553,4.21725726,26.88607208,2.349329698,2.425175807,1.5788,-0.507009888,6.299775726,-2.190025784,2.420479574,0.097331321,0.198031519,12.24435185,1.263157895,9.827105169,0,28.91325838,0.139166667,0,-3.025474773,0,0,-0.693839758,16.30714099,-0.332509448,0.41901353,0,1.350986997,6.967465829,52.58564131,0,24.26546827,17.19327005,12.13273414,0,22.25380597,11.12690298,6.066367068,0,0,0,0,0,0,11.56648989,5.749511833,12.13273414,0,23.06551356,0,0,17.2485355,0,0,0,0,0,17.2485355,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.124381918,4.870915504,18.12350467,2.139336999,1.965001607,3.8063,-0.507097992,6.087068911,-2.109740737,2.27767423,0.101936267,0.259041591,12.42008456,1.636363636,10.05266501,0,14.62785885,0.049909297,0,0.13424073,0,0.055555556,-0.381710128,16.46643844,0.784411796,0.771768633,35.0379167,2.585440036,17.95456728,66.22712218,11.43689811,36.39820241,0,0,4.736862954,17.22014305,18.36063531,10.77244843,5.205337743,1.540165711,30.33183534,5.316788604,12.42658615,0,22.36701443,11.49902367,37.44163288,0,0,0,0,11.49902367,0,5.687386275,0,0,0,11.49902367,0,0,0,5.907179729,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-2.377348285,5.118134776,29.97339238,2.141020998,1.904169341,4.1949,-0.491978157,6.175466564,-2.280928158,2.12278975,0.146163469,0.118876036,5.941251264,1.619047619,10.15876122,4.899909731,0,0.309409486,0,1.539420798,4.592070657,0.333333333,0.309409486,35.49566329,1.300164609,0.677882612,24.61992283,5.408332374,20.7043815,66.22712218,18.52872624,48.53093655,25.01135709,5.563451492,16.33780284,0,0,18.83902465,5.848035242,0,36.39820241,36.0891152,19.03164182,6.544756406,11.60093989,12.3563938,0,0,0,0,0,5.749511833,5.941251264,0,0,0,11.60093989,5.749511833,0,0,11.60093989,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.67803874,8.784966985,124.2634232,2.49714514,1.699170647,-6.2958,-0.393567282,5.006772201,-2.474245205,2.302865892,-0.31447022,0.18564759,10.97178556,1.28125,9.838839078,0,50.70976491,0.054234517,-10.7638016,0,-0.498941392,1,-1.440677402,16.71891655,29.76995332,0.174006568,12.84164325,5.235544636,-3.266625685,0,0,0,18.62843806,0,47.6157892,19.38639965,30.8984964,0,22.71631712,0,0,0,13.15163837,18.94745182,0,36.62379833,0,28.66833739,12.58005346,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-2.643349872,21.9262801,219.9423532,2.506540244,1.224680587,-3.902,-0.504211888,7.808345236,-2.342475582,2.335285273,-0.148980362,0.446106809,14.67409799,1.426966292,9.959059443,41.54042574,116.1726681,0.10666635,-17.2701967,-12.88334148,3.737687377,0.482142857,-5.353708452,32.25181937,6.166182063,0.033439666,67.43894686,16.87140614,3.517862565,83.9233078,56.87002579,50.04488211,54.60578365,31.18920547,14.99362537,5.563451492,37.44356914,32.25256914,48.10764706,-5.353708452,10.63357721,32.2138517,19.69639478,43.96076087,57.65643842,66.00638397,30.33183534,11.65157352,23.48717226,8,0,39.8296139,0,0,3,10.39900058,0,17.2485355,1,0,0,5.907179729,8.417796984,2,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.502449762,9.151606541,17.85651662,2.581616834,1.597371906,4.45,-0.462223591,5.867364232,-2.564482205,2.635451721,-0.148245131,0.302410546,12.44915303,1.833333333,9.478197943,0,0,0.043836284,10.82932447,2.332206091,6.194072924,0.80952381,-0.156675896,16.54206338,1.735030874,0.526809433,61.69363835,2.226455231,0,11.64912464,23.53696308,25.49659904,25.18037091,18.91766335,4.736862954,22.90325261,0,44.94575136,5.496227993,0,0,19.92349451,0,14.32593732,11.75255023,11.88721133,0,28.58369908,0,0,0,0,0,0,3,5.969305288,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
-2.239304334,4.316739895,48.54690474,2.349419179,2.023467355,-0.2974,-0.393568836,6.283088217,-2.130992408,2.310926022,-0.043175532,0.225952827,9.737182365,2.315789474,10.17003311,19.51903521,18.83140239,0.017595926,0.016868544,0.186114444,-0.247841728,0.5,-0.734160998,35.49570153,6.572330719,0.648166824,11.60093989,2.020359183,0,11.61090639,17.58469956,0,6.420821623,6.327320075,27.17799772,17.70833106,19.03816843,0,7.156880197,0,0,14.95193556,12.34054944,4.736862954,28.58268061,17.84856828,4.567099648,0,11.46504,2,4.983978521,0,5.770617319,5.817862778,1,0,11.60093989,0,4,0,0,0,9.967957042,1,4,1,0,0,0,1,0,5.28358632,0,0,0,0,1,1,0,0,0,0
-2.048065,2.638576315,12.51406169,1.949562604,2.635972641,2.0437,-0.493887434,5.881091894,-2.041764141,2.146300427,-0.113735601,0.220747436,10.68143227,2,10.27556789,0,2.679609552,0.065592692,0,0.750705494,4.067131178,0.3,-0.065592692,16.47603719,0.787919501,0.770678867,31.18920547,3.151287546,7.280092593,24.26546827,6.606881965,0,12.61112347,6.9237372,4.736862954,5.907179729,6.606881965,11.43689811,5.25310941,0,31.18920547,5.316788604,11.92367057,4.794537184,11.594566,5.749511833,0,0,0,0,0,5.749511833,0,5.687386275,0,0,0,5.749511833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-2.007466021,3.524612023,21.10282713,2.175174962,2.492154136,2.0344,-0.5041608,6.10748382,-2.061574393,2.372639747,0.103085022,0.200552188,11.97790816,1.470588235,10.0177795,0,28.06557634,0.049537037,0,-2.184124202,0,0,-0.688165627,16.32851187,0.346657218,0.544578688,12.13273414,1.922744514,10.79398248,53.59147246,5.563451492,30.33183534,5.563451492,6.066367068,5.106527395,5.563451492,5.563451492,6.066367068,0,0,0,0,0,0,5.783244946,0,30.33183534,0,17.28226861,0,0,17.2485355,0,0,0,0,0,17.2485355,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-2.352094264,7.353794981,43.37285939,2.356424372,4.726289834,4.1521,-0.4653347,7.868096779,-2.181665668,2.165416471,-0.151178294,0.326964329,12.18605537,1.321428571,10.00427995,0,-1.945000367,0.074729651,6.740653636,-1.605869704,8.35018148,0.9,-4.764448964,32.23986757,0,0.293939289,24.67745534,11.63851565,0,0,0,66.21987854,0,0,9.473725908,25.04957602,19.63458555,51.36657298,42.75957225,-4.764448964,13.8474744,13.8474744,13.21376393,29.18092713,22.05673743,0,0,11.83581209,5.24993803,0,0,0,0,0,0,11.93861058,0,0,0,0,0,10.11812686,8.417796984,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
-2.330697345,3.156843636,29.33399845,2.142692823,2.726426383,0.1406,-0.504259893,5.752759269,-2.090153863,2.24722097,-0.141627828,0.32247597,11.00890133,2.133333333,10.06308443,0,18.26210168,0.20334307,0.250509259,-0.946740652,0,0.3,-0.764867725,16.52478085,6.184950869,0.488219208,24.11700725,2.850138408,3.51752551,23.7625527,5.563451492,6.066367068,0,19.24253168,10.84019487,17.91984529,7.109797541,0,4.462348199,1.260403807,0,4.736862954,7.109797541,15.95222176,5.969305288,6.041840829,6.066367068,5.733667477,11.49902367,0,0,11.49902367,0,0,0,5.969305288,0,11.49902367,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-2.351134021,2.588209589,14.37735155,2.128741307,3.047486126,-0.55943,-0.398727717,7.896683377,-2.048257294,2.101572448,0.592030152,0.263640531,11.3811319,1.785714286,10.31917159,4.722094864,6.804308547,0.015648148,0,-0.623310185,0,0,-3.731388889,32.23327088,10.76777431,0.299202706,24.26546827,2.361749128,5.574020219,24.26546827,5.687386275,0,5.687386275,24.26546827,16.87661856,4.895483476,4.895483476,0,24.60961451,-3.731388889,4.722094864,0,5.733667477,10.02329115,21.670232,0,0,5.733667477,5.959554569,0,13.13989185,0,0,5.687386275,0,0,0,0,0,0,0,10.02329115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
